"state","date","week","covid_death","total_death","year","percentage_expected_death","population","cases"
"AK",2024-04-06,14,0,98,2024,113,733536,NA
"AK",2024-04-13,15,0,108,2024,125,733536,NA
"AK",2024-04-20,16,NA,95,2024,122,733536,NA
"AK",2024-04-27,17,NA,95,2024,121,733536,NA
"AK",2024-05-04,18,0,113,2024,127,733536,NA
"AK",2024-05-11,19,NA,96,2024,123,733536,NA
"AK",2024-05-18,20,NA,104,2024,135,733536,NA
"AK",2024-05-25,21,NA,104,2024,135,733536,NA
"AK",2024-06-01,22,NA,107,2024,148,733536,NA
"AK",2024-06-08,23,0,87,2024,102,733536,NA
"AK",2024-06-15,24,0,102,2024,124,733536,NA
"AK",2024-06-22,25,NA,108,2024,127,733536,NA
"AK",2024-06-29,26,NA,100,2024,129,733536,NA
"AK",2024-07-06,27,NA,96,2024,115,733536,NA
"AK",2024-07-13,28,NA,106,2024,120,733536,NA
"AK",2024-07-20,29,NA,101,2024,134,733536,NA
"AK",2024-07-27,30,NA,102,2024,142,733536,NA
"AK",2024-08-03,31,NA,98,2024,129,733536,NA
"AK",2024-08-10,32,NA,102,2024,130,733536,NA
"AK",2024-08-17,33,NA,110,2024,121,733536,NA
"AK",2024-08-24,34,NA,105,2024,124,733536,NA
"AK",2024-08-31,35,NA,80,2024,100,733536,NA
"AK",2024-09-07,36,NA,112,2024,137,733536,NA
"AK",2024-09-14,37,0,102,2024,128,733536,NA
"AK",2024-09-21,38,NA,93,2024,104,733536,NA
"AK",2024-09-28,39,0,94,2024,101,733536,NA
"AK",2024-10-05,40,NA,104,2024,118,733536,NA
"AK",2024-10-12,41,NA,85,2024,100,733536,NA
"AK",2024-10-19,42,0,94,2024,109,733536,NA
"AK",2024-10-26,43,0,89,2024,104,733536,NA
"AK",2024-11-02,44,0,70,2024,94,733536,NA
"AK",2024-11-09,45,NA,74,2024,82,733536,NA
"AK",2024-11-16,46,0,54,2024,63,733536,NA
"AK",2024-11-23,47,0,48,2024,55,733536,NA
"AK",2024-11-30,48,0,25,2024,26,733536,NA
"AK",2024-12-07,49,0,NA,2024,7,733536,NA
"AZ",2020-01-11,2,0,1391,2020,103,7186683,NA
"AZ",2020-01-18,3,0,1315,2020,105,7186683,NA
"AZ",2020-01-25,4,0,1275,2020,100,7186683,0
"AZ",2020-02-01,5,0,1265,2020,99,7186683,1
"AZ",2020-02-08,6,0,1264,2020,102,7186683,0
"AZ",2020-02-15,7,0,1314,2020,111,7186683,0
"AZ",2020-02-22,8,0,1342,2020,112,7186683,0
"AZ",2020-02-29,9,0,1353,2020,110,7186683,0
"AZ",2020-03-07,10,0,1380,2020,112,7186683,0
"AZ",2020-03-14,11,NA,1349,2020,110,7186683,8
"AZ",2020-03-21,12,NA,1290,2020,107,7186683,18
"AZ",2020-03-28,13,31,1324,2020,112,7186683,374
"AZ",2020-04-04,14,58,1357,2020,111,7186683,1012
"AZ",2020-04-11,15,91,1403,2020,115,7186683,1313
"AZ",2020-04-18,16,96,1316,2020,114,7186683,1243
"AZ",2020-04-25,17,106,1384,2020,119,7186683,1504
"AZ",2020-05-02,18,106,1404,2020,121,7186683,1736
"AZ",2020-05-09,19,126,1427,2020,124,7186683,2498
"AZ",2020-05-16,20,118,1306,2020,121,7186683,2509
"AZ",2020-05-23,21,99,1289,2020,119,7186683,2690
"AZ",2020-05-30,22,116,1310,2020,117,7186683,2413
"AZ",2020-06-06,23,132,1399,2020,127,7186683,5035
"AZ",2020-06-13,24,173,1463,2020,130,7186683,7498
"AZ",2020-06-20,25,207,1550,2020,144,7186683,11085
"AZ",2020-06-27,26,258,1617,2020,145,7186683,19253
"AZ",2020-07-04,27,388,1774,2020,159,7186683,23925
"AZ",2020-07-11,28,508,1954,2020,179,7186683,24499
"AZ",2020-07-18,29,548,1995,2020,179,7186683,22740
"AZ",2020-07-25,30,477,1863,2020,177,7186683,19264
"AZ",2020-08-01,31,390,1792,2020,166,7186683,17657
"AZ",2020-08-08,32,305,1586,2020,149,7186683,13935
"AZ",2020-08-15,33,249,1526,2020,150,7186683,7233
"AZ",2020-08-22,34,174,1505,2020,143,7186683,6117
"AZ",2020-08-29,35,129,1467,2020,134,7186683,3909
"AZ",2020-09-05,36,96,1296,2020,118,7186683,3392
"AZ",2020-09-12,37,61,1282,2020,121,7186683,3680
"AZ",2020-09-19,38,66,1259,2020,119,7186683,3366
"AZ",2020-09-26,39,56,1285,2020,119,7186683,5381
"AZ",2020-10-03,40,35,1202,2020,114,7186683,3220
"AZ",2020-10-10,41,53,1241,2020,116,7186683,4033
"AZ",2020-10-17,42,47,1236,2020,113,7186683,5096
"AZ",2020-10-24,43,63,1282,2020,123,7186683,6275
"AZ",2020-10-31,44,82,1312,2020,122,7186683,7253
"AZ",2020-11-07,45,125,1399,2020,124,7186683,9468
"AZ",2020-11-14,46,124,1252,2020,109,7186683,14530
"AZ",2020-11-21,47,203,1525,2020,133,7186683,17939
"AZ",2020-11-28,48,307,1531,2020,135,7186683,27748
"AZ",2020-12-05,49,416,1696,2020,145,7186683,30129
"AZ",2020-12-12,50,574,2004,2020,172,7186683,41622
"AZ",2020-12-19,51,734,2098,2020,167,7186683,46684
"AZ",2020-12-26,52,765,2205,2020,173,7186683,43988
"AZ",2021-01-02,53,883,2302,2020,180,7186683,39216
"AZ",2021-01-09,1,942,2426,2021,180,7272487,62191
"AZ",2021-01-16,2,996,2466,2021,182,7272487,67049
"AZ",2021-01-23,3,959,2404,2021,191,7272487,48815
"AZ",2021-01-30,4,776,2083,2021,164,7272487,48017
"AZ",2021-02-06,5,660,1995,2021,156,7272487,28818
"AZ",2021-02-13,6,505,1740,2021,140,7272487,21883
"AZ",2021-02-20,7,338,1552,2021,131,7272487,11793
"AZ",2021-02-27,8,237,1516,2021,126,7272487,10913
"AZ",2021-03-06,9,184,1495,2021,121,7272487,7848
"AZ",2021-03-13,10,129,1412,2021,114,7272487,8652
"AZ",2021-03-20,11,122,1391,2021,113,7272487,5391
"AZ",2021-03-27,12,75,1288,2021,107,7272487,3969
"AZ",2021-04-03,13,56,1346,2021,113,7272487,3979
"AZ",2021-04-10,14,64,1274,2021,104,7272487,4424
"AZ",2021-04-17,15,57,1319,2021,109,7272487,5034
"AZ",2021-04-24,16,43,1250,2021,109,7272487,4539
"AZ",2021-05-01,17,54,1279,2021,110,7272487,4968
"AZ",2021-05-08,18,63,1414,2021,122,7272487,5236
"AZ",2021-05-15,19,57,1325,2021,115,7272487,4603
"AZ",2021-05-22,20,54,1254,2021,116,7272487,3951
"AZ",2021-05-29,21,48,1251,2021,115,7272487,3750
"AZ",2021-06-05,22,41,1335,2021,120,7272487,3868
"AZ",2021-06-12,23,35,1302,2021,118,7272487,2822
"AZ",2021-06-19,24,44,1356,2021,120,7272487,2971
"AZ",2021-06-26,25,46,1388,2021,129,7272487,3052
"AZ",2021-07-03,26,41,1328,2021,119,7272487,3847
"AZ",2021-07-10,27,41,1299,2021,117,7272487,3411
"AZ",2021-07-17,28,56,1362,2021,125,7272487,5568
"AZ",2021-07-24,29,70,1258,2021,113,7272487,7611
"AZ",2021-07-31,30,110,1302,2021,124,7272487,9983
"AZ",2021-08-07,31,127,1507,2021,140,7272487,14202
"AZ",2021-08-14,32,162,1472,2021,138,7272487,17150
"AZ",2021-08-21,33,180,1495,2021,147,7272487,20128
"AZ",2021-08-28,34,214,1592,2021,152,7272487,18384
"AZ",2021-09-04,35,274,1625,2021,149,7272487,25354
"AZ",2021-09-11,36,281,1616,2021,147,7272487,20350
"AZ",2021-09-18,37,266,1617,2021,153,7272487,18906
"AZ",2021-09-25,38,286,1577,2021,149,7272487,16944
"AZ",2021-10-02,39,272,1616,2021,150,7272487,17976
"AZ",2021-10-09,40,245,1559,2021,148,7272487,17991
"AZ",2021-10-16,41,263,1554,2021,145,7272487,15879
"AZ",2021-10-23,42,231,1475,2021,134,7272487,14918
"AZ",2021-10-30,43,279,1592,2021,152,7272487,17104
"AZ",2021-11-06,44,268,1573,2021,146,7272487,18789
"AZ",2021-11-13,45,353,1698,2021,150,7272487,23757
"AZ",2021-11-20,46,380,1769,2021,154,7272487,24615
"AZ",2021-11-27,47,450,1814,2021,158,7272487,28356
"AZ",2021-12-04,48,469,1848,2021,163,7272487,20695
"AZ",2021-12-11,49,542,1966,2021,168,7272487,28655
"AZ",2021-12-18,50,483,1861,2021,160,7272487,22399
"AZ",2021-12-25,51,482,1992,2021,158,7272487,20186
"AZ",2022-01-01,52,434,1876,2021,147,7272487,23897
"AZ",2022-01-08,1,428,2010,2022,149,7365684,51482
"AZ",2022-01-15,2,459,1864,2022,137,7365684,104801
"AZ",2022-01-22,3,500,1890,2022,150,7365684,141828
"AZ",2022-01-29,4,500,1982,2022,156,7365684,133312
"AZ",2022-02-05,5,492,1901,2022,149,7365684,87038
"AZ",2022-02-12,6,415,1863,2022,150,7365684,45101
"AZ",2022-02-19,7,312,1655,2022,140,7365684,25443
"AZ",2022-02-26,8,232,1551,2022,129,7365684,14593
"AZ",2022-03-05,9,177,1511,2022,123,7365684,5212
"AZ",2022-03-12,10,131,1514,2022,123,7365684,10428
"AZ",2022-03-19,11,100,1473,2022,120,7365684,5153
"AZ",2022-03-26,12,67,1355,2022,113,7365684,4566
"AZ",2022-04-02,13,42,1326,2022,112,7365684,10143
"AZ",2022-04-09,14,32,1341,2022,110,7365684,6828
"AZ",2022-04-16,15,25,1271,2022,105,7365684,2721
"AZ",2022-04-23,16,22,1294,2022,112,7365684,2437
"AZ",2022-04-30,17,29,1355,2022,116,7365684,2358
"AZ",2022-05-07,18,23,1299,2022,112,7365684,3911
"AZ",2022-05-14,19,25,1320,2022,115,7365684,5490
"AZ",2022-05-21,20,34,1343,2022,124,7365684,7204
"AZ",2022-05-28,21,32,1314,2022,121,7365684,11498
"AZ",2022-06-04,22,38,1315,2022,118,7365684,13042
"AZ",2022-06-11,23,38,1317,2022,120,7365684,14677
"AZ",2022-06-18,24,65,1441,2022,128,7365684,16334
"AZ",2022-06-25,25,54,1210,2022,112,7365684,15373
"AZ",2022-07-02,26,57,1259,2022,113,7365684,16514
"AZ",2022-07-09,27,46,1333,2022,120,7365684,20198
"AZ",2022-07-16,28,55,1463,2022,134,7365684,15280
"AZ",2022-07-23,29,63,1449,2022,130,7365684,18135
"AZ",2022-07-30,30,71,1345,2022,128,7365684,17249
"AZ",2022-08-06,31,48,1320,2022,123,7365684,15034
"AZ",2022-08-13,32,55,1322,2022,124,7365684,13501
"AZ",2022-08-20,33,45,1270,2022,124,7365684,12244
"AZ",2022-08-27,34,31,1256,2022,120,7365684,8505
"AZ",2022-09-03,35,49,1347,2022,123,7365684,8624
"AZ",2022-09-10,36,33,1289,2022,117,7365684,3681
"AZ",2022-09-17,37,38,1230,2022,116,7365684,6141
"AZ",2022-09-24,38,35,1293,2022,122,7365684,3999
"AZ",2022-10-01,39,40,1269,2022,118,7365684,3402
"AZ",2022-10-08,40,25,1291,2022,123,7365684,3675
"AZ",2022-10-15,41,28,1246,2022,116,7365684,2400
"AZ",2022-10-22,42,27,1254,2022,114,7365684,5438
"AZ",2022-10-29,43,35,1323,2022,127,7365684,4813
"AZ",2022-11-05,44,44,1413,2022,131,7365684,5129
"AZ",2022-11-12,45,42,1341,2022,119,7365684,7360
"AZ",2022-11-19,46,66,1452,2022,127,7365684,10775
"AZ",2022-11-26,47,83,1512,2022,131,7365684,13410
"AZ",2022-12-03,48,112,1624,2022,143,7365684,12987
"AZ",2022-12-10,49,140,1557,2022,133,7365684,15983
"AZ",2022-12-17,50,123,1559,2022,134,7365684,11550
"AZ",2022-12-24,51,109,1560,2022,124,7365684,8281
"AZ",2022-12-31,52,89,1551,2022,121,7365684,4973
"AZ",2023-01-07,1,90,1513,2023,112,7431344,6187
"AZ",2023-01-14,2,63,1512,2023,111,7431344,7369
"AZ",2023-01-21,3,42,1480,2023,118,7431344,2756
"AZ",2023-01-28,4,38,1407,2023,111,7431344,3554
"AZ",2023-02-04,5,36,1499,2023,118,7431344,3087
"AZ",2023-02-11,6,29,1401,2023,113,7431344,3099
"AZ",2023-02-18,7,29,1426,2023,120,7431344,3379
"AZ",2023-02-25,8,35,1446,2023,120,7431344,3716
"AZ",2023-03-04,9,34,1429,2023,116,7431344,5663
"AZ",2023-03-11,10,34,1427,2023,116,7431344,3220
"AZ",2023-03-18,11,41,1344,2023,109,7431344,4892
"AZ",2023-03-25,12,29,1403,2023,116,7431344,2651
"AZ",2023-04-01,13,34,1430,2023,120,7431344,3263
"AZ",2023-04-08,14,26,1445,2023,118,7431344,2931
"AZ",2023-04-15,15,29,1467,2023,121,7431344,3675
"AZ",2023-04-22,16,33,1400,2023,122,7431344,3408
"AZ",2023-04-29,17,31,1360,2023,116,7431344,4006
"AZ",2023-05-06,18,33,1316,2023,113,7431344,3206
"AZ",2023-05-13,19,24,1338,2023,116,7431344,2608
"AZ",2023-05-20,20,21,1313,2023,121,7431344,NA
"AZ",2023-05-27,21,33,1247,2023,115,7431344,NA
"AZ",2023-06-03,22,22,1239,2023,111,7431344,NA
"AZ",2023-06-10,23,18,1297,2023,118,7431344,NA
"AZ",2023-06-17,24,24,1242,2023,110,7431344,NA
"AZ",2023-06-24,25,13,1220,2023,113,7431344,NA
"AZ",2023-07-01,26,12,1276,2023,115,7431344,NA
"AZ",2023-07-08,27,24,1275,2023,114,7431344,NA
"AZ",2023-07-15,28,18,1293,2023,118,7431344,NA
"AZ",2023-07-22,29,19,1459,2023,131,7431344,NA
"AZ",2023-07-29,30,15,1440,2023,137,7431344,NA
"AZ",2023-08-05,31,10,1265,2023,117,7431344,NA
"AZ",2023-08-12,32,14,1249,2023,117,7431344,NA
"AZ",2023-08-19,33,NA,1266,2023,124,7431344,NA
"AZ",2023-08-26,34,12,1233,2023,118,7431344,NA
"AZ",2023-09-02,35,19,1269,2023,116,7431344,NA
"AZ",2023-09-09,36,16,1222,2023,111,7431344,NA
"AZ",2023-09-16,37,23,1220,2023,115,7431344,NA
"AZ",2023-09-23,38,16,1284,2023,121,7431344,NA
"AZ",2023-09-30,39,16,1177,2023,109,7431344,NA
"AZ",2023-10-07,40,27,1294,2023,123,7431344,NA
"AZ",2023-10-14,41,30,1281,2023,120,7431344,NA
"AZ",2023-10-21,42,37,1291,2023,118,7431344,NA
"AZ",2023-10-28,43,35,1260,2023,121,7431344,NA
"AZ",2023-11-04,44,31,1291,2023,120,7431344,NA
"AZ",2023-11-11,45,30,1312,2023,116,7431344,NA
"AZ",2023-11-18,46,27,1326,2023,116,7431344,NA
"AZ",2023-11-25,47,37,1283,2023,112,7431344,NA
"AZ",2023-12-02,48,40,1368,2023,120,7431344,NA
"AZ",2023-12-09,49,40,1427,2023,122,7431344,NA
"AZ",2023-12-16,50,47,1394,2023,119,7431344,NA
"AZ",2023-12-23,51,36,1470,2023,117,7431344,NA
"AZ",2023-12-30,52,37,1398,2023,109,7431344,NA
"AZ",2024-01-06,1,40,1521,2024,113,7431344,6187
"AZ",2024-01-13,2,54,1595,2024,118,7497004,NA
"AZ",2024-01-20,3,40,1549,2024,123,7497004,NA
"AZ",2024-01-27,4,56,1537,2024,121,7497004,NA
"AZ",2024-02-03,5,28,1441,2024,113,7497004,NA
"AZ",2024-02-10,6,24,1373,2024,110,7497004,NA
"AZ",2024-02-17,7,16,1388,2024,117,7497004,NA
"AZ",2024-02-24,8,26,1347,2024,112,7497004,NA
"AZ",2024-03-02,9,21,1375,2024,112,7497004,NA
"AZ",2024-03-09,10,11,1367,2024,111,7497004,NA
"AZ",2024-03-16,11,19,1390,2024,113,7497004,NA
"AZ",2024-03-23,12,NA,1413,2024,117,7497004,NA
"AZ",2024-03-30,13,17,1337,2024,113,7497004,NA
"AZ",2024-04-06,14,NA,1295,2024,106,7497004,NA
"AZ",2024-04-13,15,11,1376,2024,113,7497004,NA
"AZ",2024-04-20,16,10,1413,2024,123,7497004,NA
"AZ",2024-04-27,17,13,1295,2024,111,7497004,NA
"AZ",2024-05-04,18,NA,1328,2024,114,7497004,NA
"AZ",2024-05-11,19,NA,1349,2024,117,7497004,NA
"AZ",2024-05-18,20,NA,1299,2024,120,7497004,NA
"AZ",2024-05-25,21,16,1340,2024,124,7497004,NA
"AZ",2024-06-01,22,13,1373,2024,123,7497004,NA
"AZ",2024-06-08,23,NA,1301,2024,118,7497004,NA
"AZ",2024-06-15,24,12,1318,2024,117,7497004,NA
"AZ",2024-06-22,25,21,1333,2024,124,7497004,NA
"AZ",2024-06-29,26,20,1329,2024,120,7497004,NA
"AZ",2024-07-06,27,20,1370,2024,123,7497004,NA
"AZ",2024-07-13,28,15,1402,2024,128,7497004,NA
"AZ",2024-07-20,29,15,1394,2024,125,7497004,NA
"AZ",2024-07-27,30,18,1319,2024,125,7497004,NA
"AZ",2024-08-03,31,17,1323,2024,123,7497004,NA
"AZ",2024-08-10,32,15,1311,2024,123,7497004,NA
"AZ",2024-08-17,33,13,1303,2024,128,7497004,NA
"AZ",2024-08-24,34,15,1262,2024,120,7497004,NA
"AZ",2024-08-31,35,16,1210,2024,111,7497004,NA
"AZ",2024-09-07,36,18,1284,2024,117,7497004,NA
"AZ",2024-09-14,37,14,1319,2024,125,7497004,NA
"AZ",2024-09-21,38,11,1276,2024,120,7497004,NA
"AZ",2024-09-28,39,15,1230,2024,114,7497004,NA
"AZ",2024-10-05,40,15,1292,2024,123,7497004,NA
"AZ",2024-10-12,41,13,1303,2024,122,7497004,NA
"AZ",2024-10-19,42,16,1310,2024,119,7497004,NA
"AZ",2024-10-26,43,19,1288,2024,123,7497004,NA
"AZ",2024-11-02,44,13,1301,2024,121,7497004,NA
"AZ",2024-11-09,45,12,1322,2024,117,7497004,NA
"AZ",2024-11-16,46,16,1319,2024,115,7497004,NA
"AZ",2024-11-23,47,16,1237,2024,108,7497004,NA
"AZ",2024-11-30,48,16,1002,2024,88,7497004,NA
"AZ",2024-12-07,49,NA,609,2024,52,7497004,NA
"AR",2020-01-11,2,0,686,2020,102,3014348,NA
"AR",2020-01-18,3,0,658,2020,95,3014348,NA
"AR",2020-01-25,4,0,616,2020,94,3014348,0
"AR",2020-02-01,5,0,681,2020,105,3014348,0
"AR",2020-02-08,6,0,673,2020,102,3014348,1
"AR",2020-02-15,7,0,688,2020,102,3014348,3
"AR",2020-02-22,8,0,697,2020,102,3014348,1
"AR",2020-02-29,9,0,656,2020,103,3014348,3
"AR",2020-03-07,10,0,697,2020,106,3014348,0
"AR",2020-03-14,11,0,628,2020,98,3014348,8
"AR",2020-03-21,12,0,640,2020,102,3014348,70
"AR",2020-03-28,13,NA,641,2020,102,3014348,279
"AR",2020-04-04,14,11,606,2020,99,3014348,374
"AR",2020-04-11,15,14,636,2020,101,3014348,490
"AR",2020-04-18,16,12,637,2020,109,3014348,668
"AR",2020-04-25,17,14,615,2020,104,3014348,901
"AR",2020-05-02,18,22,630,2020,105,3014348,699
"AR",2020-05-09,19,24,661,2020,111,3014348,649
"AR",2020-05-16,20,NA,583,2020,98,3014348,723
"AR",2020-05-23,21,20,642,2020,108,3014348,925
"AR",2020-05-30,22,19,610,2020,105,3014348,1042
"AR",2020-06-06,23,26,649,2020,114,3014348,1876
"AR",2020-06-13,24,34,652,2020,106,3014348,2724
"AR",2020-06-20,25,45,708,2020,125,3014348,2682
"AR",2020-06-27,26,47,663,2020,116,3014348,4294
"AR",2020-07-04,27,41,687,2020,117,3014348,3365
"AR",2020-07-11,28,47,661,2020,113,3014348,3449
"AR",2020-07-18,29,57,695,2020,120,3014348,4108
"AR",2020-07-25,30,74,714,2020,129,3014348,4649
"AR",2020-08-01,31,88,750,2020,138,3014348,5594
"AR",2020-08-08,32,91,736,2020,127,3014348,5415
"AR",2020-08-15,33,92,766,2020,135,3014348,4779
"AR",2020-08-22,34,99,750,2020,132,3014348,4230
"AR",2020-08-29,35,95,739,2020,132,3014348,3913
"AR",2020-09-05,36,88,713,2020,127,3014348,4444
"AR",2020-09-12,37,105,722,2020,117,3014348,4874
"AR",2020-09-19,38,81,736,2020,125,3014348,4935
"AR",2020-09-26,39,94,746,2020,127,3014348,5589
"AR",2020-10-03,40,116,784,2020,140,3014348,5539
"AR",2020-10-10,41,140,785,2020,139,3014348,5183
"AR",2020-10-17,42,147,778,2020,133,3014348,6206
"AR",2020-10-24,43,148,794,2020,127,3014348,6427
"AR",2020-10-31,44,147,790,2020,130,3014348,7040
"AR",2020-11-07,45,150,845,2020,141,3014348,7168
"AR",2020-11-14,46,195,893,2020,139,3014348,10652
"AR",2020-11-21,47,198,876,2020,140,3014348,11340
"AR",2020-11-28,48,232,833,2020,131,3014348,12594
"AR",2020-12-05,49,266,944,2020,148,3014348,11911
"AR",2020-12-12,50,222,912,2020,135,3014348,15149
"AR",2020-12-19,51,260,936,2020,143,3014348,15451
"AR",2020-12-26,52,255,922,2020,131,3014348,14873
"AR",2021-01-02,53,281,967,2020,138,3014348,15229
"AR",2021-01-09,1,263,963,2021,139,3028443,19429
"AR",2021-01-16,2,305,964,2021,143,3028443,19328
"AR",2021-01-23,3,291,984,2021,142,3028443,14198
"AR",2021-01-30,4,222,873,2021,133,3028443,12587
"AR",2021-02-06,5,172,865,2021,133,3028443,11525
"AR",2021-02-13,6,132,803,2021,122,3028443,9359
"AR",2021-02-20,7,100,772,2021,115,3028443,4378
"AR",2021-02-27,8,88,789,2021,115,3028443,3238
"AR",2021-03-06,9,74,742,2021,116,3028443,7403
"AR",2021-03-13,10,53,718,2021,109,3028443,2284
"AR",2021-03-20,11,41,644,2021,100,3028443,2067
"AR",2021-03-27,12,35,700,2021,111,3028443,1431
"AR",2021-04-03,13,21,601,2021,95,3028443,1172
"AR",2021-04-10,14,27,693,2021,114,3028443,1074
"AR",2021-04-17,15,17,611,2021,97,3028443,1163
"AR",2021-04-24,16,15,659,2021,112,3028443,1378
"AR",2021-05-01,17,20,651,2021,110,3028443,1234
"AR",2021-05-08,18,22,695,2021,116,3028443,1488
"AR",2021-05-15,19,29,688,2021,115,3028443,1299
"AR",2021-05-22,20,20,678,2021,114,3028443,1339
"AR",2021-05-29,21,15,648,2021,109,3028443,1286
"AR",2021-06-05,22,21,672,2021,116,3028443,992
"AR",2021-06-12,23,21,660,2021,116,3028443,1251
"AR",2021-06-19,24,32,692,2021,113,3028443,1741
"AR",2021-06-26,25,34,660,2021,116,3028443,1908
"AR",2021-07-03,26,44,688,2021,120,3028443,2822
"AR",2021-07-10,27,61,683,2021,117,3028443,3771
"AR",2021-07-17,28,76,720,2021,123,3028443,7084
"AR",2021-07-24,29,117,731,2021,126,3028443,8272
"AR",2021-07-31,30,142,841,2021,152,3028443,12451
"AR",2021-08-07,31,190,899,2021,165,3028443,13834
"AR",2021-08-14,32,233,900,2021,155,3028443,16339
"AR",2021-08-21,33,232,857,2021,151,3028443,15039
"AR",2021-08-28,34,218,903,2021,159,3028443,15663
"AR",2021-09-04,35,221,864,2021,155,3028443,14878
"AR",2021-09-11,36,191,841,2021,149,3028443,11928
"AR",2021-09-18,37,174,882,2021,143,3028443,11569
"AR",2021-09-25,38,163,796,2021,135,3028443,9115
"AR",2021-10-02,39,148,821,2021,139,3028443,6819
"AR",2021-10-09,40,122,830,2021,148,3028443,5112
"AR",2021-10-16,41,91,743,2021,132,3028443,4615
"AR",2021-10-23,42,78,740,2021,127,3028443,3985
"AR",2021-10-30,43,74,739,2021,118,3028443,3110
"AR",2021-11-06,44,56,712,2021,117,3028443,3122
"AR",2021-11-13,45,49,757,2021,126,3028443,3313
"AR",2021-11-20,46,47,748,2021,116,3028443,4477
"AR",2021-11-27,47,57,755,2021,120,3028443,3648
"AR",2021-12-04,48,87,805,2021,126,3028443,3879
"AR",2021-12-11,49,67,796,2021,124,3028443,5636
"AR",2021-12-18,50,100,821,2021,121,3028443,4931
"AR",2021-12-25,51,73,759,2021,116,3028443,5681
"AR",2022-01-01,52,85,796,2021,113,3028443,11305
"AR",2022-01-08,1,122,873,2022,126,3046404,30310
"AR",2022-01-15,2,152,863,2022,128,3046404,50319
"AR",2022-01-22,3,215,899,2022,130,3046404,62896
"AR",2022-01-29,4,238,967,2022,148,3046404,46255
"AR",2022-02-05,5,259,969,2022,149,3046404,30339
"AR",2022-02-12,6,249,986,2022,150,3046404,9671
"AR",2022-02-19,7,196,874,2022,130,3046404,9355
"AR",2022-02-26,8,132,799,2022,117,3046404,6077
"AR",2022-03-05,9,88,801,2022,125,3046404,3937
"AR",2022-03-12,10,60,732,2022,111,3046404,2661
"AR",2022-03-19,11,31,660,2022,103,3046404,2840
"AR",2022-03-26,12,41,717,2022,114,3046404,3671
"AR",2022-04-02,13,20,655,2022,104,3046404,868
"AR",2022-04-09,14,21,696,2022,114,3046404,800
"AR",2022-04-16,15,17,653,2022,103,3046404,866
"AR",2022-04-23,16,11,643,2022,110,3046404,829
"AR",2022-04-30,17,NA,616,2022,104,3046404,1074
"AR",2022-05-07,18,15,676,2022,112,3046404,1140
"AR",2022-05-14,19,11,677,2022,113,3046404,1465
"AR",2022-05-21,20,11,635,2022,106,3046404,1881
"AR",2022-05-28,21,NA,666,2022,112,3046404,2276
"AR",2022-06-04,22,10,650,2022,112,3046404,2153
"AR",2022-06-11,23,12,689,2022,121,3046404,3948
"AR",2022-06-18,24,17,649,2022,106,3046404,4355
"AR",2022-06-25,25,18,678,2022,119,3046404,4799
"AR",2022-07-02,26,17,653,2022,114,3046404,6789
"AR",2022-07-09,27,29,696,2022,119,3046404,7165
"AR",2022-07-16,28,38,659,2022,113,3046404,9623
"AR",2022-07-23,29,31,660,2022,114,3046404,9188
"AR",2022-07-30,30,41,646,2022,117,3046404,8311
"AR",2022-08-06,31,42,636,2022,117,3046404,7004
"AR",2022-08-13,32,35,689,2022,119,3046404,6139
"AR",2022-08-20,33,35,664,2022,117,3046404,6010
"AR",2022-08-27,34,51,636,2022,112,3046404,5967
"AR",2022-09-03,35,34,690,2022,124,3046404,6480
"AR",2022-09-10,36,39,683,2022,121,3046404,5540
"AR",2022-09-17,37,30,711,2022,116,3046404,5359
"AR",2022-09-24,38,34,609,2022,104,3046404,3908
"AR",2022-10-01,39,36,715,2022,121,3046404,2726
"AR",2022-10-08,40,38,708,2022,126,3046404,1839
"AR",2022-10-15,41,25,713,2022,126,3046404,1805
"AR",2022-10-22,42,12,668,2022,114,3046404,1910
"AR",2022-10-29,43,19,690,2022,110,3046404,1703
"AR",2022-11-05,44,15,672,2022,111,3046404,1838
"AR",2022-11-12,45,13,659,2022,110,3046404,1961
"AR",2022-11-19,46,30,745,2022,116,3046404,1726
"AR",2022-11-26,47,19,759,2022,121,3046404,1695
"AR",2022-12-03,48,20,758,2022,119,3046404,2366
"AR",2022-12-10,49,29,756,2022,118,3046404,3384
"AR",2022-12-17,50,29,740,2022,109,3046404,3517
"AR",2022-12-24,51,35,771,2022,118,3046404,3680
"AR",2022-12-31,52,31,817,2022,116,3046404,2759
"AR",2023-01-07,1,39,810,2023,117,3067732,3824
"AR",2023-01-14,2,48,766,2023,114,3067732,3183
"AR",2023-01-21,3,39,738,2023,106,3067732,2222
"AR",2023-01-28,4,38,697,2023,106,3067732,2321
"AR",2023-02-04,5,30,729,2023,112,3067732,1605
"AR",2023-02-11,6,24,700,2023,107,3067732,1870
"AR",2023-02-18,7,25,692,2023,103,3067732,1431
"AR",2023-02-25,8,21,737,2023,108,3067732,3081
"AR",2023-03-04,9,11,694,2023,109,3067732,1451
"AR",2023-03-11,10,17,704,2023,107,3067732,1448
"AR",2023-03-18,11,12,677,2023,105,3067732,1240
"AR",2023-03-25,12,12,677,2023,108,3067732,990
"AR",2023-04-01,13,NA,700,2023,111,3067732,781
"AR",2023-04-08,14,NA,662,2023,109,3067732,918
"AR",2023-04-15,15,11,669,2023,106,3067732,714
"AR",2023-04-22,16,12,630,2023,107,3067732,1051
