"state","date","week","covid_death","total_death","year","percentage_expected_death","population","cases"
"NM",2020-03-07,10,0,400,2020,107,2118488,0
"NM",2020-03-14,11,0,342,2020,89,2118488,3
"NM",2020-03-21,12,0,390,2020,105,2118488,25
"NM",2020-03-28,13,NA,365,2020,103,2118488,85
"NM",2020-04-04,14,NA,399,2020,111,2118488,214
"NM",2020-04-11,15,23,411,2020,109,2118488,494
"NM",2020-04-18,16,35,422,2020,122,2118488,663
"NM",2020-04-25,17,48,407,2020,114,2118488,726
"NM",2020-05-02,18,77,420,2020,118,2118488,1003
"NM",2020-05-09,19,69,442,2020,122,2118488,1075
"NM",2020-05-16,20,68,474,2020,139,2118488,1074
"NM",2020-05-23,21,44,396,2020,123,2118488,936
"NM",2020-05-30,22,55,433,2020,129,2118488,953
"NM",2020-06-06,23,37,448,2020,129,2118488,889
"NM",2020-06-13,24,36,445,2020,129,2118488,1109
"NM",2020-06-20,25,32,417,2020,127,2118488,816
"NM",2020-06-27,26,21,399,2020,118,2118488,925
"NM",2020-07-04,27,28,448,2020,134,2118488,1286
"NM",2020-07-11,28,29,408,2020,119,2118488,1741
"NM",2020-07-18,29,32,402,2020,122,2118488,1822
"NM",2020-07-25,30,50,435,2020,136,2118488,1989
"NM",2020-08-01,31,44,407,2020,134,2118488,2308
"NM",2020-08-08,32,28,433,2020,130,2118488,1430
"NM",2020-08-15,33,21,394,2020,116,2118488,1251
"NM",2020-08-22,34,21,411,2020,132,2118488,930
"NM",2020-08-29,35,19,397,2020,117,2118488,983
"NM",2020-09-05,36,11,376,2020,107,2118488,882
"NM",2020-09-12,37,NA,400,2020,121,2118488,654
"NM",2020-09-19,38,10,398,2020,115,2118488,772
"NM",2020-09-26,39,12,399,2020,119,2118488,943
"NM",2020-10-03,40,17,388,2020,114,2118488,1453
"NM",2020-10-10,41,16,389,2020,111,2118488,1938
"NM",2020-10-17,42,21,406,2020,117,2118488,2916
"NM",2020-10-24,43,51,434,2020,125,2118488,4427
"NM",2020-10-31,44,76,460,2020,133,2118488,5112
"NM",2020-11-07,45,133,519,2020,150,2118488,6425
"NM",2020-11-14,46,185,577,2020,166,2118488,8782
"NM",2020-11-21,47,190,587,2020,173,2118488,11417
"NM",2020-11-28,48,211,601,2020,158,2118488,17651
"NM",2020-12-05,49,256,662,2020,182,2118488,12861
"NM",2020-12-12,50,280,687,2020,195,2118488,11987
"NM",2020-12-19,51,244,662,2020,184,2118488,11407
"NM",2020-12-26,52,199,626,2020,167,2118488,8885
"NM",2021-01-02,53,190,607,2020,162,2118488,7944
"NM",2021-01-09,1,192,592,2021,150,2116950,8798
"NM",2021-01-16,2,178,540,2021,134,2116950,9135
"NM",2021-01-23,3,152,535,2021,134,2116950,6716
"NM",2021-01-30,4,110,485,2021,130,2116950,5212
"NM",2021-02-06,5,112,476,2021,127,2116950,4605
"NM",2021-02-13,6,83,475,2021,118,2116950,3138
"NM",2021-02-20,7,67,443,2021,119,2116950,2542
"NM",2021-02-27,8,54,463,2021,119,2116950,2447
"NM",2021-03-06,9,51,453,2021,117,2116950,2118
"NM",2021-03-13,10,33,412,2021,110,2116950,1589
"NM",2021-03-20,11,28,450,2021,117,2116950,1422
"NM",2021-03-27,12,28,444,2021,119,2116950,1364
"NM",2021-04-03,13,26,446,2021,126,2116950,1377
"NM",2021-04-10,14,16,425,2021,118,2116950,1340
"NM",2021-04-17,15,16,439,2021,116,2116950,1391
"NM",2021-04-24,16,16,415,2021,119,2116950,1403
"NM",2021-05-01,17,15,396,2021,111,2116950,1430
"NM",2021-05-08,18,13,427,2021,120,2116950,1568
"NM",2021-05-15,19,16,441,2021,122,2116950,1446
"NM",2021-05-22,20,22,410,2021,120,2116950,1262
"NM",2021-05-29,21,25,408,2021,127,2116950,1081
"NM",2021-06-05,22,11,412,2021,123,2116950,652
"NM",2021-06-12,23,10,361,2021,104,2116950,603
"NM",2021-06-19,24,21,425,2021,123,2116950,645
"NM",2021-06-26,25,17,411,2021,125,2116950,661
"NM",2021-07-03,26,14,411,2021,122,2116950,413
"NM",2021-07-10,27,11,388,2021,116,2116950,452
"NM",2021-07-17,28,NA,404,2021,118,2116950,850
"NM",2021-07-24,29,11,398,2021,120,2116950,1126
"NM",2021-07-31,30,12,389,2021,122,2116950,1712
"NM",2021-08-07,31,29,409,2021,135,2116950,2893
"NM",2021-08-14,32,48,452,2021,136,2116950,3917
"NM",2021-08-21,33,55,454,2021,134,2116950,5466
"NM",2021-08-28,34,82,463,2021,148,2116950,5676
"NM",2021-09-04,35,78,463,2021,136,2116950,5851
"NM",2021-09-11,36,101,534,2021,151,2116950,4943
"NM",2021-09-18,37,82,489,2021,148,2116950,4655
"NM",2021-09-25,38,66,463,2021,134,2116950,4268
"NM",2021-10-02,39,75,490,2021,146,2116950,4664
"NM",2021-10-09,40,74,470,2021,138,2116950,4931
"NM",2021-10-16,41,72,465,2021,132,2116950,5130
"NM",2021-10-23,42,71,490,2021,142,2116950,4699
"NM",2021-10-30,43,81,466,2021,134,2116950,6078
"NM",2021-11-06,44,111,567,2021,164,2116950,6815
"NM",2021-11-13,45,123,504,2021,145,2116950,8887
"NM",2021-11-20,46,151,560,2021,161,2116950,9756
"NM",2021-11-27,47,148,528,2021,156,2116950,9778
"NM",2021-12-04,48,159,569,2021,150,2116950,7998
"NM",2021-12-11,49,199,659,2021,181,2116950,10624
"NM",2021-12-18,50,173,593,2021,168,2116950,7611
"NM",2021-12-25,51,164,613,2021,170,2116950,7186
"NM",2022-01-01,52,167,639,2021,170,2116950,6321
"NM",2022-01-08,1,132,632,2022,160,2113476,13798
"NM",2022-01-15,2,154,605,2022,150,2113476,26496
"NM",2022-01-22,3,160,582,2022,146,2113476,37795
"NM",2022-01-29,4,170,584,2022,157,2113476,34142
"NM",2022-02-05,5,142,554,2022,148,2113476,24392
"NM",2022-02-12,6,113,546,2022,136,2113476,13116
"NM",2022-02-19,7,90,491,2022,132,2113476,7794
"NM",2022-02-26,8,74,507,2022,131,2113476,4340
"NM",2022-03-05,9,61,492,2022,127,2113476,2844
"NM",2022-03-12,10,29,426,2022,114,2113476,1963
"NM",2022-03-19,11,30,446,2022,116,2113476,1307
"NM",2022-03-26,12,29,408,2022,110,2113476,1038
"NM",2022-04-02,13,20,397,2022,112,2113476,887
"NM",2022-04-09,14,13,389,2022,108,2113476,961
"NM",2022-04-16,15,18,418,2022,111,2113476,807
"NM",2022-04-23,16,12,377,2022,109,2113476,1074
"NM",2022-04-30,17,NA,400,2022,112,2113476,1229
"NM",2022-05-07,18,14,455,2022,128,2113476,1452
"NM",2022-05-14,19,NA,444,2022,123,2113476,1982
"NM",2022-05-21,20,NA,391,2022,115,2113476,2898
"NM",2022-05-28,21,14,421,2022,131,2113476,4094
"NM",2022-06-04,22,14,347,2022,104,2113476,4331
"NM",2022-06-11,23,17,462,2022,133,2113476,6175
"NM",2022-06-18,24,18,393,2022,114,2113476,6500
"NM",2022-06-25,25,23,394,2022,120,2113476,6346
"NM",2022-07-02,26,27,385,2022,114,2113476,7199
"NM",2022-07-09,27,24,425,2022,127,2113476,5643
"NM",2022-07-16,28,23,373,2022,109,2113476,6845
"NM",2022-07-23,29,31,417,2022,126,2113476,6782
"NM",2022-07-30,30,30,405,2022,127,2113476,6744
"NM",2022-08-06,31,14,364,2022,120,2113476,5827
"NM",2022-08-13,32,25,414,2022,125,2113476,5125
"NM",2022-08-20,33,21,379,2022,112,2113476,4428
"NM",2022-08-27,34,14,390,2022,125,2113476,3821
"NM",2022-09-03,35,16,385,2022,113,2113476,3299
"NM",2022-09-10,36,15,406,2022,115,2113476,1971
"NM",2022-09-17,37,10,386,2022,117,2113476,1831
"NM",2022-09-24,38,15,395,2022,114,2113476,1414
"NM",2022-10-01,39,18,409,2022,122,2113476,1604
"NM",2022-10-08,40,11,386,2022,113,2113476,1661
"NM",2022-10-15,41,13,375,2022,107,2113476,1697
"NM",2022-10-22,42,18,397,2022,115,2113476,2049
"NM",2022-10-29,43,19,400,2022,115,2113476,2636
"NM",2022-11-05,44,19,408,2022,118,2113476,3150
"NM",2022-11-12,45,21,410,2022,118,2113476,4313
"NM",2022-11-19,46,24,447,2022,129,2113476,4424
"NM",2022-11-26,47,39,436,2022,129,2113476,4579
"NM",2022-12-03,48,34,478,2022,126,2113476,3932
"NM",2022-12-10,49,32,494,2022,136,2113476,4213
"NM",2022-12-17,50,43,479,2022,136,2113476,3365
"NM",2022-12-24,51,29,532,2022,148,2113476,2293
"NM",2022-12-31,52,29,450,2022,120,2113476,1927
"NM",2023-01-07,1,29,455,2023,115,2114371,1782
"NM",2023-01-14,2,25,460,2023,114,2114371,1697
"NM",2023-01-21,3,13,442,2023,111,2114371,1124
"NM",2023-01-28,4,25,427,2023,114,2114371,1057
"NM",2023-02-04,5,14,441,2023,118,2114371,1024
"NM",2023-02-11,6,13,394,2023,98,2114371,1026
"NM",2023-02-18,7,NA,424,2023,114,2114371,1074
"NM",2023-02-25,8,10,433,2023,112,2114371,1140
"NM",2023-03-04,9,NA,410,2023,106,2114371,1188
"NM",2023-03-11,10,13,419,2023,112,2114371,1212
"NM",2023-03-18,11,10,410,2023,106,2114371,1266
"NM",2023-03-25,12,15,405,2023,109,2114371,1311
"NM",2023-04-01,13,11,440,2023,125,2114371,1410
"NM",2023-04-08,14,12,441,2023,123,2114371,1270
"NM",2023-04-15,15,17,421,2023,112,2114371,1260
"NM",2023-04-22,16,14,412,2023,119,2114371,1208
"NM",2023-04-29,17,13,453,2023,127,2114371,1070
"NM",2023-05-06,18,NA,400,2023,112,2114371,955
"NM",2023-05-13,19,NA,389,2023,108,2114371,804
"NM",2023-05-20,20,13,383,2023,113,2114371,NA
"NM",2023-05-27,21,10,405,2023,126,2114371,NA
"NM",2023-06-03,22,11,358,2023,107,2114371,NA
"NM",2023-06-10,23,NA,380,2023,109,2114371,NA
"NM",2023-06-17,24,NA,402,2023,116,2114371,NA
"NM",2023-06-24,25,NA,413,2023,125,2114371,NA
"NM",2023-07-01,26,NA,391,2023,116,2114371,NA
"NM",2023-07-08,27,NA,387,2023,116,2114371,NA
"NM",2023-07-15,28,NA,421,2023,123,2114371,NA
"NM",2023-07-22,29,NA,379,2023,115,2114371,NA
"NM",2023-07-29,30,NA,380,2023,119,2114371,NA
"NM",2023-08-05,31,NA,354,2023,116,2114371,NA
"NM",2023-08-12,32,NA,390,2023,117,2114371,NA
"NM",2023-08-19,33,NA,430,2023,127,2114371,NA
"NM",2023-08-26,34,NA,359,2023,115,2114371,NA
"NM",2023-09-02,35,NA,395,2023,116,2114371,NA
"NM",2023-09-09,36,NA,377,2023,107,2114371,NA
"NM",2023-09-16,37,NA,384,2023,117,2114371,NA
"NM",2023-09-23,38,NA,363,2023,105,2114371,NA
"NM",2023-09-30,39,NA,399,2023,119,2114371,NA
"NM",2023-10-07,40,13,390,2023,114,2114371,NA
"NM",2023-10-14,41,NA,429,2023,122,2114371,NA
"NM",2023-10-21,42,13,396,2023,115,2114371,NA
"NM",2023-10-28,43,14,408,2023,118,2114371,NA
"NM",2023-11-04,44,10,418,2023,121,2114371,NA
"NM",2023-11-11,45,NA,433,2023,125,2114371,NA
"NM",2023-11-18,46,15,412,2023,118,2114371,NA
"NM",2023-11-25,47,16,402,2023,119,2114371,NA
"NM",2023-12-02,48,27,450,2023,119,2114371,NA
"NM",2023-12-09,49,16,442,2023,121,2114371,NA
"NM",2023-12-16,50,19,458,2023,130,2114371,NA
"NM",2023-12-23,51,16,464,2023,129,2114371,NA
"NM",2023-12-30,52,16,417,2023,111,2114371,NA
"NM",2024-01-06,1,13,484,2024,122,2114371,1782
"NM",2024-01-13,2,17,489,2024,121,2115266,NA
"NM",2024-01-20,3,12,441,2024,110,2115266,NA
"NM",2024-01-27,4,NA,453,2024,121,2115266,NA
"NM",2024-02-03,5,NA,375,2024,100,2115266,NA
"NM",2024-02-10,6,NA,411,2024,102,2115266,NA
"NM",2024-02-17,7,13,398,2024,107,2115266,NA
"NM",2024-02-24,8,12,404,2024,104,2115266,NA
"NM",2024-03-02,9,NA,422,2024,109,2115266,NA
"NM",2024-03-09,10,NA,438,2024,117,2115266,NA
"NM",2024-03-16,11,NA,395,2024,102,2115266,NA
"NM",2024-03-23,12,NA,442,2024,119,2115266,NA
"NM",2024-03-30,13,NA,378,2024,107,2115266,NA
"NM",2024-04-06,14,NA,407,2024,113,2115266,NA
"NM",2024-04-13,15,10,431,2024,114,2115266,NA
"NM",2024-04-20,16,NA,408,2024,117,2115266,NA
"NM",2024-04-27,17,NA,386,2024,108,2115266,NA
"NM",2024-05-04,18,NA,386,2024,109,2115266,NA
"NM",2024-05-11,19,NA,380,2024,105,2115266,NA
"NM",2024-05-18,20,NA,428,2024,126,2115266,NA
"NM",2024-05-25,21,NA,418,2024,130,2115266,NA
"NM",2024-06-01,22,NA,416,2024,124,2115266,NA
"NM",2024-06-08,23,NA,375,2024,108,2115266,NA
"NM",2024-06-15,24,NA,410,2024,119,2115266,NA
"NM",2024-06-22,25,NA,392,2024,119,2115266,NA
"NM",2024-06-29,26,NA,364,2024,108,2115266,NA
"NM",2024-07-06,27,NA,413,2024,123,2115266,NA
"NM",2024-07-13,28,NA,367,2024,107,2115266,NA
"NM",2024-07-20,29,NA,342,2024,103,2115266,NA
"NM",2024-07-27,30,NA,384,2024,120,2115266,NA
"NM",2024-08-03,31,11,385,2024,127,2115266,NA
"NM",2024-08-10,32,NA,378,2024,114,2115266,NA
"NM",2024-08-17,33,NA,375,2024,111,2115266,NA
"NM",2024-08-24,34,NA,362,2024,116,2115266,NA
"NM",2024-08-31,35,10,386,2024,114,2115266,NA
"NM",2024-09-07,36,13,418,2024,119,2115266,NA
"NM",2024-09-14,37,NA,428,2024,130,2115266,NA
"NM",2024-09-21,38,NA,388,2024,112,2115266,NA
"NM",2024-09-28,39,NA,357,2024,106,2115266,NA
"NM",2024-10-05,40,NA,360,2024,105,2115266,NA
"NM",2024-10-12,41,NA,378,2024,108,2115266,NA
"NM",2024-10-19,42,NA,386,2024,112,2115266,NA
"NM",2024-10-26,43,NA,362,2024,104,2115266,NA
"NM",2024-11-02,44,NA,382,2024,111,2115266,NA
"NM",2024-11-09,45,NA,364,2024,105,2115266,NA
"NM",2024-11-16,46,NA,319,2024,92,2115266,NA
"NM",2024-11-23,47,NA,279,2024,82,2115266,NA
"NM",2024-11-30,48,NA,226,2024,60,2115266,NA
"NM",2024-12-07,49,NA,119,2024,33,2115266,NA
"NY",2020-01-11,2,0,2092,2020,95,20104710,NA
"NY",2020-01-18,3,0,2169,2020,102,20104710,NA
"NY",2020-01-25,4,NA,2023,2020,93,20104710,0
"NY",2020-02-01,5,0,2031,2020,98,20104710,0
"NY",2020-02-08,6,NA,2058,2020,97,20104710,0
"NY",2020-02-15,7,NA,1990,2020,97,20104710,0
"NY",2020-02-22,8,NA,2033,2020,97,20104710,0
"NY",2020-02-29,9,0,2161,2020,107,20104710,0
"NY",2020-03-07,10,0,2072,2020,100,20104710,10
"NY",2020-03-14,11,NA,1981,2020,99,20104710,155
"NY",2020-03-21,12,44,2130,2020,105,20104710,1002
"NY",2020-03-28,13,306,2545,2020,129,20104710,11818
"NY",2020-04-04,14,1141,3777,2020,195,20104710,23524
"NY",2020-04-11,15,2033,4667,2020,237,20104710,32539
"NY",2020-04-18,16,2037,4466,2020,231,20104710,26989
"NY",2020-04-25,17,1604,3743,2020,197,20104710,19359
"NY",2020-05-02,18,1144,3130,2020,164,20104710,19454
"NY",2020-05-09,19,882,2779,2020,154,20104710,10777
"NY",2020-05-16,20,676,2508,2020,137,20104710,7784
"NY",2020-05-23,21,462,2246,2020,121,20104710,6409
"NY",2020-05-30,22,334,2115,2020,121,20104710,5177
"NY",2020-06-06,23,264,1974,2020,108,20104710,4216
"NY",2020-06-13,24,181,1899,2020,103,20104710,2825
"NY",2020-06-20,25,128,1901,2020,104,20104710,2163
"NY",2020-06-27,26,78,1931,2020,105,20104710,2117
"NY",2020-07-04,27,61,1893,2020,103,20104710,2286
"NY",2020-07-11,28,64,1893,2020,106,20104710,2548
"NY",2020-07-18,29,59,1849,2020,101,20104710,2872
"NY",2020-07-25,30,46,1814,2020,102,20104710,2418
"NY",2020-08-01,31,41,1886,2020,105,20104710,2600
"NY",2020-08-08,32,33,1877,2020,105,20104710,2602
"NY",2020-08-15,33,39,1824,2020,101,20104710,2330
"NY",2020-08-22,34,33,1876,2020,106,20104710,2213
"NY",2020-08-29,35,25,1813,2020,102,20104710,2328
"NY",2020-09-05,36,29,1797,2020,101,20104710,2897
"NY",2020-09-12,37,27,1794,2020,102,20104710,3095
"NY",2020-09-19,38,24,1880,2020,105,20104710,3234
"NY",2020-09-26,39,21,2092,2020,114,20104710,3064
"NY",2020-10-03,40,51,1983,2020,107,20104710,3803
"NY",2020-10-10,41,51,2093,2020,112,20104710,5660
"NY",2020-10-17,42,59,1940,2020,102,20104710,5906
"NY",2020-10-24,43,69,1900,2020,100,20104710,6286
"NY",2020-10-31,44,91,2010,2020,106,20104710,7670
"NY",2020-11-07,45,94,2163,2020,112,20104710,9292
"NY",2020-11-14,46,166,2064,2020,107,20104710,16229
"NY",2020-11-21,47,219,2187,2020,111,20104710,21399
"NY",2020-11-28,48,343,2305,2020,116,20104710,26025
"NY",2020-12-05,49,412,2409,2020,121,20104710,33417
"NY",2020-12-12,50,599,2639,2020,133,20104710,45598
"NY",2020-12-19,51,774,2778,2020,135,20104710,46707
"NY",2020-12-26,52,844,2930,2020,143,20104710,48265
"NY",2021-01-02,53,899,2924,2020,142,20104710,50310
"NY",2021-01-09,1,1044,3042,2021,140,19854526,66198
"NY",2021-01-16,2,1063,3179,2021,144,19854526,71135
"NY",2021-01-23,3,975,2962,2021,140,19854526,59198
"NY",2021-01-30,4,847,2845,2021,131,19854526,50816
"NY",2021-02-06,5,782,2830,2021,137,19854526,38343
"NY",2021-02-13,6,627,2506,2021,118,19854526,31407
"NY",2021-02-20,7,506,2460,2021,119,19854526,26475
"NY",2021-02-27,8,378,2358,2021,113,19854526,22609
"NY",2021-03-06,9,320,2197,2021,108,19854526,24388
"NY",2021-03-13,10,268,2173,2021,105,19854526,23040
"NY",2021-03-20,11,253,2113,2021,106,19854526,22893
"NY",2021-03-27,12,232,2118,2021,105,19854526,24598
"NY",2021-04-03,13,208,2002,2021,101,19854526,27874
"NY",2021-04-10,14,215,2122,2021,109,19854526,26539
"NY",2021-04-17,15,232,2023,2021,103,19854526,25464
"NY",2021-04-24,16,230,2046,2021,106,19854526,21167
"NY",2021-05-01,17,164,2033,2021,107,19854526,15086
"NY",2021-05-08,18,162,1967,2021,103,19854526,12406
"NY",2021-05-15,19,113,1930,2021,107,19854526,9389
"NY",2021-05-22,20,112,2040,2021,112,19854526,7294
"NY",2021-05-29,21,99,1912,2021,103,19854526,5112
"NY",2021-06-05,22,80,1965,2021,112,19854526,3000
"NY",2021-06-12,23,67,1851,2021,101,19854526,2244
"NY",2021-06-19,24,42,1827,2021,99,19854526,1479
"NY",2021-06-26,25,52,1828,2021,100,19854526,1063
"NY",2021-07-03,26,27,1876,2021,102,19854526,980
"NY",2021-07-10,27,29,1894,2021,103,19854526,1166
"NY",2021-07-17,28,24,1850,2021,104,19854526,1891
"NY",2021-07-24,29,26,1950,2021,107,19854526,3094
"NY",2021-07-31,30,35,1896,2021,107,19854526,5288
"NY",2021-08-07,31,43,2048,2021,115,19854526,9079
"NY",2021-08-14,32,81,2095,2021,118,19854526,13268
"NY",2021-08-21,33,120,1982,2021,110,19854526,16340
"NY",2021-08-28,34,142,2052,2021,116,19854526,17406
"NY",2021-09-04,35,167,2015,2021,113,19854526,21074
"NY",2021-09-11,36,170,2123,2021,119,19854526,20461
"NY",2021-09-18,37,221,2220,2021,126,19854526,22877
"NY",2021-09-25,38,211,2100,2021,117,19854526,24165
"NY",2021-10-02,39,223,2241,2021,122,19854526,23888
"NY",2021-10-09,40,209,2310,2021,125,19854526,22867
"NY",2021-10-16,41,222,2172,2021,116,19854526,23289
"NY",2021-10-23,42,243,2213,2021,116,19854526,22528
"NY",2021-10-30,43,236,2189,2021,115,19854526,19023
"NY",2021-11-06,44,232,2230,2021,117,19854526,21024
"NY",2021-11-13,45,222,2349,2021,122,19854526,25202
"NY",2021-11-20,46,222,2321,2021,120,19854526,32013
"NY",2021-11-27,47,276,2446,2021,124,19854526,37514
"NY",2021-12-04,48,362,2458,2021,124,19854526,36257
"NY",2021-12-11,49,423,2589,2021,130,19854526,51116
"NY",2021-12-18,50,413,2455,2021,124,19854526,49667
"NY",2021-12-25,51,436,2531,2021,123,19854526,69461
"NY",2022-01-01,52,483,2637,2021,128,19854526,113651
"NY",2022-01-08,1,640,2761,2022,127,19673200,206354
"NY",2022-01-15,2,730,2931,2022,133,19673200,226479
"NY",2022-01-22,3,766,2933,2022,139,19673200,140484
"NY",2022-01-29,4,666,2727,2022,126,19673200,83440
"NY",2022-02-05,5,546,2665,2022,129,19673200,47438
"NY",2022-02-12,6,400,2464,2022,116,19673200,28720
"NY",2022-02-19,7,296,2245,2022,109,19673200,18074
"NY",2022-02-26,8,190,2078,2022,99,19673200,12540
"NY",2022-03-05,9,166,2092,2022,103,19673200,8528
"NY",2022-03-12,10,126,2144,2022,103,19673200,7598
"NY",2022-03-19,11,80,2001,2022,100,19673200,7354
"NY",2022-03-26,12,72,1975,2022,98,19673200,9311
"NY",2022-04-02,13,70,1985,2022,101,19673200,11696
"NY",2022-04-09,14,64,2060,2022,106,19673200,15088
"NY",2022-04-16,15,53,1943,2022,98,19673200,22279
"NY",2022-04-23,16,86,1950,2022,101,19673200,26315
"NY",2022-04-30,17,114,2059,2022,108,19673200,30063
"NY",2022-05-07,18,123,2053,2022,108,19673200,34718
"NY",2022-05-14,19,176,2221,2022,123,19673200,40109
"NY",2022-05-21,20,138,1955,2022,107,19673200,40665
"NY",2022-05-28,21,134,1988,2022,107,19673200,33374
"NY",2022-06-04,22,118,1974,2022,112,19673200,22935
"NY",2022-06-11,23,94,1911,2022,104,19673200,19777
"NY",2022-06-18,24,86,1968,2022,106,19673200,15417
"NY",2022-06-25,25,77,1951,2022,107,19673200,13996
"NY",2022-07-02,26,78,1983,2022,108,19673200,16192
"NY",2022-07-09,27,68,1867,2022,101,19673200,14355
"NY",2022-07-16,28,76,1956,2022,110,19673200,21803
"NY",2022-07-23,29,95,1971,2022,108,19673200,20637
"NY",2022-07-30,30,110,1975,2022,112,19673200,20773
"NY",2022-08-06,31,97,1930,2022,108,19673200,19537
"NY",2022-08-13,32,95,2010,2022,113,19673200,18340
"NY",2022-08-20,33,91,2042,2022,113,19673200,16959
"NY",2022-08-27,34,89,1921,2022,108,19673200,15923
"NY",2022-09-03,35,97,1944,2022,109,19673200,15398
"NY",2022-09-10,36,108,1945,2022,109,19673200,13433
"NY",2022-09-17,37,91,2008,2022,114,19673200,15540
"NY",2022-09-24,38,89,1954,2022,109,19673200,18200
"NY",2022-10-01,39,105,2046,2022,111,19673200,18549
"NY",2022-10-08,40,119,2091,2022,113,19673200,17224
"NY",2022-10-15,41,122,2125,2022,114,19673200,16197
"NY",2022-10-22,42,148,2108,2022,110,19673200,15523
"NY",2022-10-29,43,122,2106,2022,111,19673200,14004
"NY",2022-11-05,44,142,2159,2022,113,19673200,14035
"NY",2022-11-12,45,120,2099,2022,109,19673200,13943
"NY",2022-11-19,46,114,2157,2022,111,19673200,11353
"NY",2022-11-26,47,127,2325,2022,117,19673200,11147
"NY",2022-12-03,48,116,2279,2022,115,19673200,12846
"NY",2022-12-10,49,134,2312,2022,116,19673200,18027
"NY",2022-12-17,50,143,2395,2022,121,19673200,18267
"NY",2022-12-24,51,156,2454,2022,119,19673200,19424
"NY",2022-12-31,52,167,2444,2022,119,19673200,16721
"NY",2023-01-07,1,160,2421,2023,111,19571216,17724
"NY",2023-01-14,2,168,2320,2023,105,19571216,17168
"NY",2023-01-21,3,121,2258,2023,107,19571216,12839
"NY",2023-01-28,4,129,2257,2023,104,19571216,12776
"NY",2023-02-04,5,119,2166,2023,105,19571216,11622
"NY",2023-02-11,6,113,2161,2023,102,19571216,10169
"NY",2023-02-18,7,103,2124,2023,103,19571216,9315
"NY",2023-02-25,8,102,2110,2023,101,19571216,9573
"NY",2023-03-04,9,98,2161,2023,107,19571216,7108
"NY",2023-03-11,10,86,2052,2023,99,19571216,6225
"NY",2023-03-18,11,81,2009,2023,101,19571216,5222
"NY",2023-03-25,12,68,2044,2023,101,19571216,4581
"NY",2023-04-01,13,75,2013,2023,102,19571216,4345
"NY",2023-04-08,14,51,1998,2023,103,19571216,3582
"NY",2023-04-15,15,42,1938,2023,98,19571216,3049
"NY",2023-04-22,16,45,1995,2023,103,19571216,2642
"NY",2023-04-29,17,35,1949,2023,102,19571216,2137
"NY",2023-05-06,18,38,1951,2023,102,19571216,1863
"NY",2023-05-13,19,26,1896,2023,105,19571216,1823
"NY",2023-05-20,20,32,1974,2023,108,19571216,NA
"NY",2023-05-27,21,24,1939,2023,104,19571216,NA
"NY",2023-06-03,22,26,1978,2023,113,19571216,NA
"NY",2023-06-10,23,34,1890,2023,103,19571216,NA
"NY",2023-06-17,24,25,1897,2023,103,19571216,NA
"NY",2023-06-24,25,23,1881,2023,103,19571216,NA
"NY",2023-07-01,26,21,1883,2023,103,19571216,NA
"NY",2023-07-08,27,18,1874,2023,102,19571216,NA
"NY",2023-07-15,28,13,1865,2023,104,19571216,NA
"NY",2023-07-22,29,20,1797,2023,98,19571216,NA
"NY",2023-07-29,30,16,1837,2023,104,19571216,NA
"NY",2023-08-05,31,19,1955,2023,109,19571216,NA
"NY",2023-08-12,32,22,1911,2023,107,19571216,NA
"NY",2023-08-19,33,42,1954,2023,108,19571216,NA
"NY",2023-08-26,34,37,1915,2023,108,19571216,NA
"NY",2023-09-02,35,38,1844,2023,103,19571216,NA
"NY",2023-09-09,36,54,1932,2023,108,19571216,NA
"NY",2023-09-16,37,47,1812,2023,103,19571216,NA
"NY",2023-09-23,38,51,1896,2023,106,19571216,NA
"NY",2023-09-30,39,84,2022,2023,110,19571216,NA
"NY",2023-10-07,40,78,2080,2023,112,19571216,NA
"NY",2023-10-14,41,75,2128,2023,114,19571216,NA
"NY",2023-10-21,42,67,2071,2023,108,19571216,NA
"NY",2023-10-28,43,57,2117,2023,111,19571216,NA
"NY",2023-11-04,44,56,1912,2023,100,19571216,NA
"NY",2023-11-11,45,54,2045,2023,106,19571216,NA
"NY",2023-11-18,46,64,2094,2023,108,19571216,NA
"NY",2023-11-25,47,58,2045,2023,103,19571216,NA
"NY",2023-12-02,48,65,2110,2023,106,19571216,NA
"NY",2023-12-09,49,67,2114,2023,106,19571216,NA
"NY",2023-12-16,50,85,2218,2023,112,19571216,NA
"NY",2023-12-23,51,69,2194,2023,106,19571216,NA
"NY",2023-12-30,52,102,2258,2023,110,19571216,NA
"NY",2024-01-06,1,125,2342,2024,108,19571216,17724
"NY",2024-01-13,2,118,2339,2024,106,19469232,NA
"NY",2024-01-20,3,112,2294,2024,108,19469232,NA
"NY",2024-01-27,4,79,2243,2024,104,19469232,NA
"NY",2024-02-03,5,89,2178,2024,105,19469232,NA
"NY",2024-02-10,6,51,2129,2024,100,19469232,NA
"NY",2024-02-17,7,63,2119,2024,103,19469232,NA
"NY",2024-02-24,8,56,2058,2024,99,19469232,NA
"NY",2024-03-02,9,43,2035,2024,100,19469232,NA
"NY",2024-03-09,10,43,1999,2024,96,19469232,NA
"NY",2024-03-16,11,33,1972,2024,99,19469232,NA
"NY",2024-03-23,12,21,1903,2024,94,19469232,NA
"NY",2024-03-30,13,32,1986,2024,101,19469232,NA
"NY",2024-04-06,14,14,1948,2024,100,19469232,NA
"NY",2024-04-13,15,25,1967,2024,100,19469232,NA
